Customer ID,Gender,Age,Years with Firm,Active on Social Media,Average Transactions per Month,RFM Score,Credit Balance (AED),Customer Bio,Customer Name,Customer Username,Profile Picture on Social Media,Number of Referrals,Payback Status
CUST0549,Female,20,9,No,3.37,4,680,Adventure seeker and nature enthusiast,Customer 549,user_549,Yes,9,6
CUST0550,Male,55,2,No,18.33,,861,Music lover,Customer 550,user_550,No,7,Default
CUST0551,Male,45,9,No,17.8,5,951,Fitness fanatic with a love for outdoor adventures,Customer 551,customer551,Yes,4,4
CUST0552,Male,61,10,Yes,14.15,3,171,Shopaholic,Customer 552,user_552,Yes,5,10
CUST0553,Female,18,1,Yes,17.09,1,467,Fitness enthusiast,Customer 553,user_553,Yes,9,Default
CUST0554,Male,64,2,Yes,14.36,2,554,Fitness enthusiast,Customer 554,user_554,No,4,Default
CUST0555,Female,55,9,Yes,5.15,1,519,Foodie,Customer 555,user_555,No,3,Default
CUST0556,Male,23,10,No,5.36,3,392,Traveler,Customer 556,user_556,Yes,0,12
CUST0557,Male,29,5,No,13.47,5,596,Fitness fanatic with a love for outdoor adventures,Customer 557,user_557,Yes,6,7
CUST0558,Male,26,9,Yes,13.36,3,191,Shopaholic,Customer 558,user_558,Yes,4,12
CUST0559,Male,59,10,No,1.94,1,304,Traveler,Customer 559,user_559,No,4,1
CUST0560,Female,22,10,No,16.87,1,392,Foodie,Customer 560,user_560,No,10,Default
CUST0561,Male,57,1,No,12.62,4,693,Always learning and sharing my experiences,Customer 561,user_561,Yes,0,4
CUST0562,Male,62,1,Yes,5.2,1,71,Love,Customer 562,user_562,No,2,Default
CUST0563,Female,52,0,No,13.98,1,234,Food lover,Customer 563,user_563,No,0,Default
CUST0564,Female,37,4,Yes,9.58,2,41,Love exploring new places,Customer 564,user_564,No,4,Default
CUST0565,Female,49,5,No,18.5,3,52,Traveler,Customer 565,customer565,Yes,3,9
CUST0566,Male,23,5,No,11.56,3,716,Traveler,Customer 566,user_566,Yes,5,1
CUST0567,Male,32,9,Yes,4.4,1,239,Traveler,Customer 567,user_567,No,8,7
CUST0568,Male,36,6,Yes,7.76,1,299,Love,Customer 568,user_568,No,8,Default
CUST0569,Female,42,7,Yes,14.62,2,190,,Customer 569,user_569,Yes,4,Default
CUST0570,Male,48,5,No,16.57,5,597,Always learning and sharing my experiences,Customer 570,customer570,Yes,5,4
CUST0571,Male,64,6,Yes,19.87,1,545,Love,Customer 571,user_571,No,7,Default
CUST0572,Female,46,6,No,7.38,5,920,Fitness fanatic with a love for outdoor adventures,Customer 572,user_572,Yes,2,3
CUST0573,Male,57,2,Yes,7.51,5,798,"Avid reader, tech enthusiast, and fitness lover",Customer 573,customer573,Yes,5,6
CUST0574,Female,58,8,No,1.31,2,160,Foodie,Customer 574,user_574,No,7,2
CUST0575,Male,29,5,Yes,2.64,1,399,Always learning,Customer 575,user_575,Yes,8,Default
CUST0576,Female,57,7,Yes,14.69,1,973,Always learning,Customer 576,user_576,Yes,0,2
CUST0577,Male,48,8,No,17.21,1,10,,Customer 577,user_577,Yes,0,Default
CUST0578,Female,40,3,Yes,8.73,2,196,Enjoying,Customer 578,user_578,No,10,Default
CUST0579,Male,38,5,Yes,1.79,1,463,Love exploring new places,Customer 579,user_579,Yes,3,Default
CUST0580,Male,23,5,Yes,19.43,,689,Fitness enthusiast,Customer 580,user_580,No,6,Default
CUST0581,Female,43,6,Yes,14.37,1,562,Shopaholic,Customer 581,customer581,No,0,Default
CUST0582,Male,61,6,No,3.86,3,408,Fitness,Customer 582,user_582,Yes,10,12
CUST0583,Female,54,2,No,3.1,1,286,Love exploring new places,Customer 583,user_583,No,2,9
CUST0584,Male,23,2,No,9.07,1,549,Bookworm,Customer 584,user_584,Yes,1,3
CUST0585,Male,24,5,No,7.03,1,995,Fitness enthusiast,Customer 585,user_585,No,1,Default
CUST0586,Male,62,10,Yes,6.29,1,837,Music lover,Customer 586,customer586,No,6,12
CUST0587,Female,30,6,Yes,12.1,5,744,"Foodie, traveler, and passionate about personal growth",Customer 587,user_587,Yes,6,12
CUST0588,Male,27,10,Yes,2.77,3,981,Love,Customer 588,user_588,Yes,5,4
CUST0589,Female,36,4,Yes,11.26,5,666,Adventure seeker and nature enthusiast,Customer 589,user_589,Yes,7,9
CUST0590,Male,17,10,No,18.13,2,78,Love,Customer 590,customer590,No,2,Default
CUST0591,Female,35,8,No,19.71,4,549,Tech geek who loves exploring cutting-edge solutions,Customer 591,user_591,Yes,9,12
CUST0592,Female,50,0,No,4.59,1,355,Shopaholic and proud,Customer 592,customer592,Yes,5,Default
CUST0593,Male,56,3,No,6.35,3,761,Fitness,Customer 593,user_593,Yes,7,5
CUST0594,Male,31,3,Yes,19.49,5,426,Adventure seeker and nature enthusiast,Customer 594,customer594,Yes,2,4
CUST0595,Male,36,10,Yes,15.93,4,50,"Foodie, traveler, and passionate about personal growth",Customer 595,customer595,Yes,5,7
CUST0596,Female,36,10,Yes,16.03,,411,Traveler,Customer 596,user_596,Yes,3,4
CUST0597,Female,28,3,Yes,19.42,1,84,Shopaholic,Customer 597,user_597,No,10,Default
CUST0598,Female,22,0,No,11.24,1,953,,Customer 598,user_598,Yes,6,Default
CUST0599,Female,49,5,No,11.01,5,451,Passionate about sustainable living and healthy eating,Customer 599,user_599,Yes,5,9
CUST0600,Female,24,4,No,4.87,2,123,Traveler and dreamer,Customer 600,user_600,Yes,9,Default
